category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,description
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Disk Rupturable,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216M,"SPE7MC22T216M    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 6 AY Disk Rupturable - Service Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside 100% - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Ball,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216L,"SPE7MC22T216L    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 42 EA Valve Ball - Small Business Set-Aside 100% - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Stop Stem,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216K,"SPE7MC22T216K    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 124 EA Stop Stem  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Parts Kit Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216J,"SPE7MC22T216J    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 20 EA Parts Kit Valve  - FSC #4810
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Safety Relief,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216H,"SPE7MC22T216H    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 1 EA Valve Safety Relief  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Seat Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216G,"SPE7MC22T216G    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 168 EA Seat Valve - Service Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside 100% - FSC #4810
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Bleeder Hydra,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216F,"SPE7MC22T216F    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 20 EA Valve Bleeder Hydra  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Disk Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216E,"SPE7MC22T216E    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 4 EA Disk Valve  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Safety Relief,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216D,"SPE7MC22T216D    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 6 EA Valve Safety Relief  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Disk Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216C,"SPE7MC22T216C    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 12 EA Disk Valve  - FSC #4810
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Stem Fluid Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216B,"SPE7MC22T216B    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 151 PG Stem Fluid Valve  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Safety Relief,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T216A,"SPE7MC22T216A    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 4 EA Valve Safety Relief  - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Globe,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T215Z,"SPE7MC22T215Z    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 137 EA Valve Globe - Service Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside 100% - FSC #4820
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Disk Valve,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T215X,"SPE7MC22T215X    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 38 EA Disk Valve  - FSC #4810
" Supplies: Plumbing, Irrigation, Water Meters, Pipe, Valves Bids",DL,Defense Logistics Agency is Seeking Bids for Valve Check,Federal,,Defense Logistics Agency,"Jun 13, 2022",Defense Logistics Agency,https://www.dibbs.bsm.dla.mil/rfq/rfqrec.aspx?sn=SPE7MC22T215W,"SPE7MC22T215W    		    		 ",Purchasing,,571-767-0192,,,Defense Logistics Agency is Seeking Bids for 9 EA Valve Check  - FSC #4820
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",TX,Circuit Card Assembly,Federal,,Department of Defense,"Jun 7, 2022",Department of Defense,https://sam.gov/opp/de346d0e6c94474f925620be399d0b29/view,"SPRRA2-22-R-0025    		    		 ",Purchasing,,703-695-7145,michael.ellison@dla.mil,,"DLA AHCA May 4, 2022 Raytheon Company 350 Lowell Street, Andover, MA 01810 RE: Letter Request for Proposal SPRRA2-22-R-0025 Mr. Sean Penney, The Defense Logistics Agency (DLA) wishes to add the NSNs listed in enclosure 1 to the DLA-Raytheon Depot Level Repairable (DLR) contract SPRBL1-15-D-0017. The NSNs will support the Patriot Missile System. The add-on is authorized pursuant to DLAD 52.216-9006 ?Addition/Deletion of Items? as well as the scope statement that was included in solicitation SPRBL1-14-R-0031. This add-on will add a total of two (2) NSNs listed in enclosure 1, of which two (2) will be priced. DLA Contracting Team Identification: Jacquelyn Dunne, DLA Aberdeen Acquisition Division Chief E-mail: jacquelyn.r.dunne@dla.mil, Phone: (443) 861-4560 Justine Kirk, DLA Aviation- Huntsville Contracting Officer E-mail: justine.kirk@dla.mil, Phone: (256) 690-5424 Michael Ellison, DLA Aviation- Huntsville Contract Specialist E-mail: michael.ellison@dla.mil, Phone: (256) 690-5751 A. Please adhere to the following timelines: 1. Indicate your intention to provide a responsive add-on proposal to this RFP in writing within five (5) business days. It is requested that a negative response be accompanied by an explanation. Responses shall be provided to the contracting team identified above. 2. Your response is requested as soon as possible. If you choose to submit an add-on proposal, it shall be submitted before 4:00 p.m. Central Standard Time (CST), June 7, 2022. B. Instructions: 1. The negotiated contract (SPRBL1-15-D-0017) shall govern the Contractor?s and Government?s rights and obligations. 2. Contract clauses are governed by the basic agreement. No alternate or additional clauses shall be submitted with this proposal. Clause suggestions will flow through the Raytheon IDIQ Service Center representative managing this contract to the Primary Procuring Contracting Officer. Raytheon can propose alternate terms and conditions as assumptions to their proposal. 3. This RFP is not an authorization to start work. 4. Please ensure that you read the entire RFP, including all of the enclosures, prior to submitting your proposal. Your proposal shall be in full compliance with the instructions of this RFP. 5. The Proposal must provide a range covering the Min, Max Quantities while also proposing and certifying to the 4 Year Best Estimated Quantity (BEQ), which is determined as the highest priced alternative to the Government, per FAR 1.108 and shall be used for Total Proposed Price evaluation. 6. Your proposal shall remain valid for a minimum of one hundred and eighty (180) days from receipt by the government. C. Proposal Content/Cost/Price Supporting Documentation. At a minimum your proposal shall include the following: 1. The Government contemplates Firm-Fixed-Pricing for these add-on items in accordance with the overarching basic contract, and requests pricing for four (4) years. This is an RFP for NSN support requirements generated by the Army Contracting Center (ACC) for the Lower Tier Project Office (LTPO) used on the Patriot Missile System. The add-on Identification of Requirements (IOR) and Packaging Sheets are provided in enclosure 1 and 2 respectively. 2. The offeror shall prepare one summary schedule as provided in Enclosure 5, Patriot Missile System Add-On Schedule of Supplies in a Microsoft Excel file (Cost.xls) utilizing the specific headers provided within. The offeror?s summary schedule shall provide the contract line item numbers (CLINs), National Stock Numbers (NSNs) to record the total overall price offered and applicable tabs within Enclosure 5. Along with the summary schedule, the offeror shall provide fully supportable cost data which substantiates the offeror?s summary schedule for all CLINs and all ranges. Submission must include working excel formulas. Submission shall be in accordance with FAR 15.408, Table 15-2, Instructions for Submitting Cost/Price Proposals When Certified Cost or Pricing Data are required. Back up documentation shall detail the labor categories to be used, labor hours proposed by category, material and equipment cost, and a total cost breakdown. The offeror shall also provide supporting cost/price documentation for all proposed subcontractors, to include the proposed type of subcontract. a. To comply with this solicitation, the offeror is required to price the following Ordering Periods (OP 9- OP 12): Date of Contract Award ? September 26, 2025. OP 9- Date of Contract Award ? December 31,2022 OP 10 ? January 1, 2023 ? December 31, 2023 OP 11 ? January 1, 2024 ? December 31, 2024 OP 12 ? January 1, 2025 ? September 26, 2025 b.Per FAR 15.408 Table 15-2, cost analyses must be performed by the offerorfor subcontracts identified in the Consolidated Bill of Materials as having totalproposed pricing that exceeds the regulatory threshold indicated in FAR Part15.403-4 for the 4 Year BEQ only. Fair and reasonable subcontractor analysisin accordance with FAR 15.404-3(b) Subcontract Pricing Considerations shallbe provided for the 4 Year BEQ only. c.The government did not provide separate Subcontract Line Item Numbers (SLINs)to accommodate items that may require reusable shipping containers. However, ifan item requires a reusable shipping container, a SLIN may be added to allow theofferor to price the item with a shipping container. The offeror shall propose themost expeditious delivery schedule for each item. d.A sanitized cost break-down (no cost information, no rates/dollars) shall also beprovided in a Microsoft Excel File. e.In support of the proposed Indirect Expense Rates, RTN, IOTs and itssubcontractor(s) shall provide documentation of the most recent IndirectExpense Rates, to include, at least one of the following (A, B, or C): A.Forward Pricing Rate Aagreements (FPRAs) with DCAA or DCMA B.Forward Pricing Rate Recommendations (FPRR) from DCAA or DCMA C.Forward Pricing Rate Proposal (FPRP), Approved Provisional RatesProposal or other statement of current rates including four (4) years ofIncurred Cost Submissions to DCAA detailing pools and bases (by expenseaccounts) information which validates the calculations or four (4) yearshistorical actual detailing pools and bases (by expense accounts)information which validates the calculations. Note: The rates reflected in the FPRA, FPRR, FPRP, Approved Provisional Rates Proposal or other statement of current rates shall directly match the proposed rates as detailed in the proposal. If the rates do not match, the offeror shall provide sufficient detail explaining how the proposed rates are realistic. f.Identify key business unit personnel related to contracting, technical and pricing questions and known DCMA or DCAA business unit points of contact (POC?s) to expedite the question/review process.g.FAR clause 52.232-16, Progress Payments (Deviation 2020-O0010) lives on the basic contract, SPRBL1-15-D-0017, and will be evaluated on a per delivery order basis.h.In accordance with FAR clause 52.215-22, Limitation on Pass-Through Charges, if Raytheon intends to subcontract more than 70 percent of the total cost of work to be performed under the resulting add-on, Raytheon shall identify in its proposal a description of the value-added provided by Raytheon as related to the work to be performed by the subcontractor(s) as defined by FAR clause 52.215-23.i.In accordance with the Section H, Add/Delete Process of basic contract SPRBL1-15-D-0017, ?within 14 days of proposal submission to the government under the Add/Delete process, Raytheon shall complete an evaluation of the Add-on population Bill of Materials (BOM). Additionally, they shall evaluate the Add-on population BOM against the current contract BOM for the same system, if parts for that system are currently on contract. If commonalities occur, Raytheon shall provide a market pricing cost report.?j.Raytheon shall assert restrictions on technical data or software as required; when Raytheon shall deliver with less than Unlimited Rights IAW DFARS 252.227-7017, Enclosure 4.k.Raytheon shall identify and address in its proposal all actual or potential Organizational Conflicts of Interests (OCIs), per FAR 9.5, or state that there are no known potential OCIs. If any actual or potential OCIs are identified, then Raytheon shall submit a mitigation plan.l.All communications SHALL be submitted in writing ONLY AND directly to the contract specialist email address identified on the first page of this RFP. Raytheon shall not contact any other Government personnel other than the person(s) identified above. Contacting any Government personnel other than the individual(s) identified above could result in an organizational conflict of interest (OCI). m. No assumptions, terms, conditions, caveats or exceptions submitted within your proposal, in response to this RFP, will be accepted or incorporated into the basic contract. All assumptions shall be addressed and/or resolved through the use of the question and answer period. n. Raytheon shall submit their Small Business Plan with their proposal as a separate document SBxxxx.doc. This enclosure will be used to ensure Raytheon is on track to meet the goals established in the base contract."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",UT,LMR Maintenance_Dugway Proving Ground,Federal,,Department of Defense,"Jun 7, 2022",Department of Defense,https://sam.gov/opp/df0b04605a304bdaa2ef2726d9b1059b/view,"PANAPG22P0000015146    		    		 ",Purchasing,,703-695-7145,derrell.l.hawthorne.civ@army.mil,,This is only a request for information. No proposals/quotes will be accepted at this time. Please only let us know if you are able to bid on this requirement or not. A simple 'bid' or 'no bid' would be greatly appreciated at this time. **Please see attached PWS**
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",UT,Total Small Business Set-Aside (FAR 19.5): DWSP ANTENNA,Federal,,Department of Defense,"Jun 27, 2022",Department of Defense,https://sam.gov/opp/5c9b246bdc3b43028a1484783d00dff4/view,"SPRHA322Q0802    		    		 ",Purchasing,,703-695-7145,karen.wright.4@us.af.mil,,NSN: 5985 01 036 5713 BM PN:? 600777 01 DWSP ANTENNA? 100 % SMALL BUSINESS SET ASIDE?
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",UT,ICBM Circuit Card Assembly,Federal,,Department of Defense,Today ,Department of Defense,https://sam.gov/opp/d6dbba637039458e9fb840946aeccd84/view,"SPRHA2-22-Q-0164    		    		 ",Purchasing,,703-695-7145,michelle.beus@us.af.mil,,Two each of NSN?5998014071452AH.
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",UT,Circuit Card Assembly,Federal,,Department of Defense,"Jun 10, 2022",Department of Defense,https://sam.gov/opp/c2a53d0730b74cb299af7a0427fccd1e/view,"SPRHA1-22-R-0692    		    		 ",Purchasing,,703-695-7145,michelle.love.1@us.af.mil,,See Attachments.
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,Razer Laptop,Federal,,Department of Defense,"Jun 17, 2022",Department of Defense,https://sam.gov/opp/a8bf404dafea4e8088149ae3882cc244/view,"N0017822Q6747    		    		 ",Purchasing,,703-695-7145,terrence.o.turner.civ@us.navy.mil,,"Razer Blade 15 Laptop (P/N: RZ09-0421PEF3-R3U1) Quantity of 8 Core i9 Processor 14-cor processor Clock Speed 1.8 GHZ Max Turbo Speed 5 GHZ 24 megabyte cache memory DDR5 SDRAM 32 GB RAM 2 x 16 GB RAM Memory Speed 4800 megahertz Solid State Hard Drive M.2 SSD Form Factor Pcle 4.0x4 Interface 1 TB Hard Drive Capacity 15.6 inch 4k LED Display Graphics Processor NVIDIA GeForce RTX 3080 Ti 16GB video memory Eight audio speakers Backlight keyboard Wireless NIC Killer Wi-Fi 6E AX1690 Wireless Protocol 802.11a/b/g/n/ac/ax/az, Bluetooth 5.2 Wired Protocol Gigabit Ethernet 3 USB 3.0 Ports 2 USB-C Ports 1 HDMI Port 80 watt hour battery capacity Color: Black Please review the SF-18 and sign the copy."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,HPC HW,Federal,,Department of Defense,"Jun 17, 2022",Department of Defense,https://sam.gov/opp/7dbb167ed13541259b1ae26d9debefa1/view,"N0017822Q6739    		    		 ",Purchasing,,703-695-7145,terrence.o.turner.civ@us.navy.mil,,"Line 1-Cisco Compatible 10GBASE-LR SFP+ Transceiver,10Gbps,10G Ethernet, Single mode 1310nm,10km reach, Duplex LC, DDM, TAA Compliant Part Number:SFP-10G-LR-HPC/Quantity of 37; Line 2-Cisco Compatible 10GBASE-SR SFP+ Transceiver, 10Gbps data rate, 10G Ethernet, 850nm wavelength, 300m reach, Multimode, Duplex LC Part Number:SFP-10G-SR-HPC/Quantity of 49; Line 3-Cisco Compatible 1000BASE-LX SFP Transceiver, Gigabit Ethernet, 1.25 Gbps, 1310nm wavelength, 10km reach, Single mode, Duplex LC, Part Number:DDM-GLC-LH-SMD-HPC/Quantity of 29; Line 4-Cisco Compatible 1000BASE-SX SFP Transceiver, 1.25Gb/s, Gigabit Ethernet, Multimode, 850nm wavelength, 550 reach, Duplex LC, DDM Part Number:GLC-SX-MMD-HPC/Quantity of 14; Line 5-Cisco Compatible 1000BASE-T SFP Transciever, Copper, 1.25 Gbps, Up to 100m Reach, RJ-45 Connector, TAA Compliant Part Number:GLC-TE-HPC/Quantity of 52; Line 6-Cisco Compatible 40GBASE-LR4 QSFP+ Transceiver, 40G Ethernet, 4 CWDM lanes MUX/DEMUX, 11.2 Gbps per channel, 10km reach, 1270/1290/1310/1330nm, Single mode, Duplex LC, DDM, 0/70?C Part Number:QSFP-40G-LR4-HPC/Quantity of 88; Line 7-QSFP+ to SFP+ Adapter (QSA) Module Part Number:CVR-QSFP-SFP10G-HPC/Quantity of 6. Please see the SF-18 and sign the copy."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,"58--BEACON,RADIO",Federal,,Department of Defense,"Jun 13, 2022",Department of Defense,https://sam.gov/opp/3616527d7ac44efda70f20831ff86cbf/view,"SPE4A722T240X    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,"Proposed procurement for NSN 5826016940329 BEACON,RADIO: Line 0001 Qty 25 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0140 DAYS ADO Approved source is 0EX24 MEA-25000-0006 GRE/NAT. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,"Total Small Business Set-Aside (FAR 19.5): 61--CABLE ASSEMBLY,SPEC",Federal,,Department of Defense,"Jun 13, 2022",Department of Defense,https://sam.gov/opp/7b22154941f7454bbf4add3c60181799/view,"SPE4A622T81S8    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,"Proposed procurement for NSN 6150016756741 CABLE ASSEMBLY,SPEC: Line 0001 Qty 2 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0283 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,"61--CABLE ASSEMBLY,SPEC",Federal,,Department of Defense,"Jun 13, 2022",Department of Defense,https://sam.gov/opp/1cd416e21e1a4dc196714dda66fcb332/view,"SPE4A622T80E7    		    		 ",Purchasing,,703-695-7145,DibbsBSM@dla.mil,,"Proposed procurement for NSN 6150016653947 CABLE ASSEMBLY,SPEC: Line 0001 Qty 7 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0153 DAYS ADO Approved source is 1UHX1 201112919-110. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically."
" IT: Voice, Antenna, Communication, VoIP, Telecom Bids",VA,D--Special Notice of Intent to Sole Source Award,Federal,,Department of the Interior,"Jun 10, 2022",Department of the Interior,https://sam.gov/opp/3797478c339c4d2c807a7a62fa3c5675/view,"DOIFFBO220067    		    		 ",Purchasing Officer,,202-208-3100,lorenzo_aragon@fws.gov,,"Notice of Intent to Sole Source THIS IS A NOTICE OF INTENT TO AWARD A SOLE SOURCE CONTRACT AND IS NOT A REQUEST FOR COMPETITIVE QUOTES. U.S. Fish and Wildlife Service, Joint Administrative Operations, Acquisition & Property Operations, Legacy Region 9. USFWS IRTM intends to award a firm fixed price sole source base year plus one option year contract under the authority of FAR 6.302-1 only one responsible source to: AT&T Mobility LLC 1025 Lenox Park Blvd. Atlanta, GA 30319 The North American Industry Classification System (NAICS) code for this requirement is 517312, Wireless Telecommunications Carriers (except Satellite). FirstNet is only available through AT&T. The object of this sole source award to AT&T is the wireless services data support, video, telephony and Push To Talk (PTT) and be unlimited for each smartphone device. The services must be available permanently or temporarily across the western United States. The service must include a SIM card which supports the FirstNet network and priority and preemption on the FirstNet network. The service must also include FirstNet web portal access and accounts for local control and management of all the smartphone devices and the talkgroups, applications, priority, etc. that may be assigned to the devices. The PTT service must work on the contractor provided FirstNet smartphones.The service must work from a smartphone device to another and multiple smartphone devices anywhere on the FirstNet network.The service must integrate with the contractor provided ROIP Gateway to cross-connect traffic to attached land mobile radio.The PTT service must also support grouping of conversations (talkgroups). This synopsis does not constitute a solicitation; however, if any interested party believes they can meet the above requirement, it may submit a statement of capabilities. The statement of capabilities must be submitted in writing and must contain clear and convincing evidence that competition of this requirement would be advantageous to the Government. If parties choose to respond, any cost associated with preparation and submission of data or any other cost incurred in response to this announcement are the sole responsibility of the respondent and will not be reimbursed by the Government. Capability statements shall be submitted by e-mail ONLY as a Microsoft Word or Adobe PDF attachment to the following address: Lorenzo_aragon@fws.gov. NO TELEPHONE REQUESTS/OFFERS WILL BE HONORED"
